CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
623,2,0,21,10,0.0,2,0,1,135851.3,0
624,1,0,51,5,174397.21,2,1,1,172372.63,0
645,2,0,42,6,0.0,1,0,0,149807.01,0
707,2,0,33,8,136678.52,1,1,0,54290.62,0
655,1,1,36,1,135515.76,1,1,0,86013.96,0
705,1,1,24,5,177799.83,2,0,0,79886.06,0
578,0,0,34,8,147487.23,2,1,0,66680.77,0
681,0,1,48,8,139480.18,1,1,1,163581.67,0
559,1,0,25,5,0.0,2,1,1,163221.22,0
488,1,1,39,9,140553.46,1,0,0,12440.44,0
717,2,1,36,5,0.0,2,1,1,145551.6,0
666,2,1,41,10,141162.08,1,1,0,50908.48,0
582,1,0,26,4,65848.36,2,1,0,30149.21,0
733,1,1,30,0,83319.28,1,0,0,57769.2,0
693,2,0,41,4,0.0,2,0,0,156381.47,0
694,2,1,33,4,129731.64,2,1,0,178123.86,0
622,2,1,35,5,0.0,2,1,0,51112.8,0
598,1,1,38,6,0.0,2,0,0,173783.38,0
494,0,0,37,5,107106.33,2,1,0,172063.09,0
644,2,0,33,8,0.0,2,1,1,155294.17,0
554,2,1,30,9,0.0,2,1,1,40320.3,0
667,2,0,28,6,165798.1,1,1,0,147090.9,0
748,1,1,40,4,0.0,2,1,0,132368.47,0
531,1,1,45,1,126495.57,2,1,1,164741.5,0
845,0,1,41,2,81733.74,2,0,0,199761.29,0
695,1,0,28,0,96020.86,1,1,1,57992.49,0
841,1,0,41,1,0.0,2,0,1,193093.77,0
626,0,0,36,2,181671.16,2,1,1,57531.14,0
613,2,1,29,6,185709.28,2,1,1,77242.19,0
584,2,1,44,5,95671.75,2,1,1,106564.88,0
672,2,1,34,1,142151.75,2,1,1,168753.34,0
603,2,0,43,5,127823.93,1,1,1,19483.35,0
633,0,0,43,3,144164.29,1,1,1,158646.46,0
661,2,1,27,3,0.0,2,1,1,76889.79,0
632,2,0,41,0,106134.46,1,0,1,105570.39,0
684,0,0,29,8,127269.75,1,0,1,79495.01,0
687,2,0,39,7,0.0,2,1,0,26848.25,0
639,2,0,43,6,99610.92,2,1,0,187296.78,0
556,1,1,48,8,168522.37,1,1,1,151310.16,0
570,2,0,32,9,117337.54,2,0,1,62810.91,0
705,0,0,35,4,136496.12,2,1,0,116672.02,0
553,2,0,32,3,116324.53,1,1,0,77304.49,0
779,0,1,40,2,75470.23,1,1,1,52894.01,0
696,2,0,28,4,172646.82,1,1,1,116471.43,0
728,1,1,37,4,0.0,1,0,0,4539.38,0
691,0,0,27,3,160358.68,2,1,0,142367.72,0
706,2,0,30,3,98415.37,1,1,1,110520.48,0
627,0,1,30,6,57809.32,1,1,0,188258.49,0
716,0,1,18,3,128743.8,1,0,0,197322.13,0
501,0,0,24,4,130806.42,2,1,0,80241.14,0
601,2,0,41,1,123971.16,1,0,1,172814.99,0
634,2,0,45,9,0.0,2,0,0,17622.82,0
451,1,1,23,9,0.0,2,0,1,48021.71,0
458,2,1,39,9,0.0,2,1,0,116343.09,0
520,2,0,33,4,156297.58,2,1,1,166102.61,0
624,1,1,28,2,0.0,2,0,1,104353.26,0
765,2,0,51,3,123372.3,1,1,1,115429.32,0
665,1,0,41,8,0.0,2,1,0,132152.32,0
709,0,0,34,4,148375.19,2,1,1,21521.38,0
583,2,1,44,8,0.0,2,1,1,27431.62,0
782,1,0,34,6,147422.44,1,0,1,42143.61,0
547,2,1,38,5,167539.97,1,0,1,159207.34,0
840,2,1,39,1,94968.97,1,1,0,84487.62,0
667,0,1,27,3,106116.5,2,1,0,3674.71,0
723,2,0,34,5,0.0,2,0,1,12092.03,0
487,2,0,45,2,0.0,2,1,0,77475.73,0
668,2,1,31,9,0.0,2,0,0,41291.73,0
520,0,0,34,8,120018.86,2,1,1,343.38,0
549,2,0,37,2,112541.54,2,0,0,47432.43,0
567,2,1,35,5,166118.45,2,1,0,127827.18,0
712,2,1,37,1,106881.5,2,0,0,169386.81,0
689,0,0,26,4,120727.97,1,0,1,149073.88,0
747,2,0,41,5,0.0,2,1,1,22750.17,0
469,0,0,38,9,113599.42,1,0,0,11950.29,0
743,2,0,32,9,0.0,2,1,0,175252.78,0
707,2,0,47,3,0.0,2,1,0,174303.29,0
581,1,1,50,4,0.0,2,1,1,80701.72,0
737,1,0,38,6,146282.79,2,1,0,198516.2,0
445,0,1,38,6,119413.62,2,1,0,175756.36,0
703,0,1,29,3,122084.63,1,0,1,82824.08,0
765,2,0,44,6,0.0,2,1,1,159899.97,0
626,2,0,33,8,0.0,2,1,0,138504.28,0
545,0,0,37,9,110483.86,1,1,1,127394.67,0
744,2,0,31,9,120718.28,1,1,1,58961.49,0
629,0,0,28,8,108601.0,1,1,1,119647.7,0
686,1,1,36,5,0.0,2,1,1,152979.14,0
743,2,0,36,4,0.0,2,1,1,190911.02,0
626,1,1,48,2,0.0,2,1,1,95794.98,0
710,0,0,45,9,108231.37,1,1,1,188574.08,0
569,1,1,34,6,144855.34,1,0,0,196555.32,0
562,2,0,45,6,136855.24,1,1,0,46864.0,0
456,0,0,32,9,133060.63,1,1,1,125167.92,0
811,1,0,39,7,0.0,2,1,1,177519.39,0
534,2,0,24,1,0.0,1,1,1,169653.32,0
594,0,0,28,5,185013.02,1,1,0,16481.12,0
725,1,1,32,0,0.0,2,1,1,138525.19,0
595,0,1,41,9,150463.11,2,0,1,81548.38,0
679,2,1,33,1,0.0,2,0,0,69608.48,0
667,1,0,39,9,0.0,2,1,0,68873.8,0
661,2,1,37,5,136425.18,1,1,0,81102.81,0
611,0,1,40,7,128486.91,2,1,0,10109.47,0
600,2,1,38,9,0.0,2,1,1,58855.85,0
531,1,0,37,1,143407.29,2,0,1,84402.46,0
759,2,0,40,4,0.0,2,1,0,124615.59,0
678,1,1,49,8,0.0,2,0,1,98090.69,0
755,0,1,33,6,90560.3,2,1,1,42607.69,0
768,2,0,42,5,0.0,3,0,0,60686.4,0
492,2,1,31,7,0.0,2,1,1,49463.44,0
646,1,1,42,3,99836.47,1,0,1,22909.56,0
596,1,0,41,5,0.0,2,0,1,141053.85,0
642,2,0,25,7,0.0,2,1,0,102083.78,0
472,1,1,28,4,0.0,2,1,0,1801.77,0
738,0,0,35,6,101744.84,1,0,0,85185.44,0
732,1,0,33,8,0.0,1,1,0,119882.7,0
701,2,0,44,7,0.0,2,1,0,23425.78,0
683,2,0,31,2,0.0,2,0,1,77326.78,0
690,2,0,29,5,0.0,2,1,0,108577.97,0
671,2,0,30,2,0.0,1,0,1,102057.86,0
765,1,1,32,9,178095.55,1,0,0,47247.56,0
651,0,1,25,2,109175.14,2,1,0,114566.47,0
544,2,1,45,6,0.0,2,0,1,151401.33,0
790,2,1,40,9,0.0,2,1,1,70607.1,0
710,0,0,34,9,134260.36,2,1,0,147074.67,0
743,2,0,37,8,69143.91,2,0,1,105780.18,0
702,2,0,34,4,100054.77,1,1,0,109496.45,0
704,2,1,45,6,0.0,1,1,1,137739.45,0
614,2,0,38,2,116248.88,1,1,0,105140.92,0
688,2,1,32,6,123157.95,1,1,0,172531.23,0
713,2,0,44,1,63438.91,1,1,0,64375.4,0
727,2,0,18,4,133550.67,1,1,1,46941.41,0
850,2,1,38,1,106871.81,2,1,0,29333.01,0
718,1,0,45,3,105266.32,2,1,1,193724.51,0
653,2,0,41,8,102768.42,1,1,0,55663.85,0
690,2,0,35,6,112689.95,1,1,0,176962.31,0
819,2,0,38,9,122334.26,2,1,1,181507.44,0
634,1,0,34,1,0.0,2,1,0,61995.57,0
633,1,0,33,4,137847.41,2,1,0,98349.13,0
850,2,0,49,5,122486.47,1,0,1,59748.19,0
665,2,0,33,2,101286.11,1,1,1,159840.51,0
630,1,0,26,7,0.0,2,1,1,6656.64,0
668,2,0,38,10,86977.96,1,0,1,37094.75,0
660,2,1,35,6,100768.77,1,1,0,19199.61,0
608,2,0,42,5,0.0,2,1,0,178504.29,0
744,2,1,44,3,0.0,2,1,1,189016.14,0
731,2,1,40,7,118991.79,1,1,1,156048.64,0
727,2,0,28,5,0.0,2,0,1,19653.08,0
561,0,0,32,6,166824.59,1,1,0,139451.98,0
700,2,1,34,2,76322.69,1,1,0,128136.29,0
605,2,0,35,6,0.0,2,1,1,45206.57,0
511,2,0,33,7,0.0,2,0,1,158313.87,0
667,2,0,40,9,0.0,1,1,1,96670.2,0
787,2,0,33,1,126588.81,2,0,1,62163.53,0
773,0,0,43,8,81844.91,2,1,1,35908.46,0
554,2,0,40,4,0.0,1,0,1,168780.04,0
661,0,0,35,2,117212.18,1,1,1,83052.03,0
698,2,1,46,0,0.0,2,1,1,125962.02,0
646,2,0,26,4,139848.17,1,1,0,164696.27,0
757,0,1,34,9,101861.36,2,0,0,187011.96,0
699,1,0,35,2,167455.66,2,1,1,55324.49,0
667,2,1,24,4,0.0,2,0,1,34335.55,0
774,1,1,43,1,116360.07,1,1,0,17004.14,0
745,1,0,40,3,88466.82,1,0,0,116331.42,0
649,2,1,42,7,0.0,2,0,1,22974.01,0
665,1,0,38,9,0.0,1,0,1,87412.74,0
713,2,0,38,9,72286.84,2,1,1,26136.89,0
652,2,1,40,1,0.0,2,1,0,126554.96,0
739,1,0,40,1,109681.61,1,1,1,193321.3,0
699,1,0,34,8,0.0,1,1,1,76510.46,0
708,1,1,32,8,187487.63,1,1,1,120115.5,0
480,2,0,35,2,165692.91,1,1,1,197984.58,0
845,2,0,33,8,164385.53,1,1,0,150664.97,0
613,2,0,37,9,108286.5,1,1,1,114153.44,0
850,2,1,34,2,0.0,2,1,1,171706.66,0
614,1,0,35,2,127283.78,1,1,1,31302.35,0
473,1,0,48,8,0.0,2,1,0,71139.8,0
762,2,0,29,6,141389.06,1,1,0,54122.89,0
701,2,0,37,8,130091.5,1,1,1,120031.29,0
600,2,0,35,4,143744.77,2,1,0,104076.51,0
850,1,0,28,9,97408.03,1,1,1,175853.64,0
613,1,0,30,9,111927.45,1,1,1,175795.87,0
509,2,0,31,3,0.0,2,1,0,15360.91,0
509,1,0,38,2,0.0,1,0,0,168460.12,0
609,2,0,34,1,0.0,1,1,1,181177.9,0
456,2,1,33,1,188285.68,1,0,0,58363.94,0
663,1,0,33,9,0.0,2,0,0,91514.62,0
673,0,1,34,1,127122.79,3,0,1,76703.1,0
717,2,0,40,0,98241.04,1,1,0,110887.14,0
741,0,1,37,8,170840.08,2,0,0,109843.16,0
850,2,1,26,4,62610.96,2,0,1,179365.1,0
493,2,0,36,9,0.0,2,1,1,65816.53,0
686,2,1,47,5,113328.93,1,1,0,124170.9,0
666,1,0,35,2,104832.49,1,1,0,175015.12,0
733,1,1,31,9,102289.85,1,1,1,115441.66,0
631,0,1,34,6,125227.82,2,0,1,128247.03,0
714,0,1,49,5,140510.89,1,1,0,141914.94,0
711,0,0,43,2,39043.29,2,1,1,175423.69,0
722,2,0,34,8,0.0,2,1,1,133447.49,0
701,0,0,38,3,125385.49,2,0,1,52044.66,0
790,1,0,46,2,131365.37,2,1,1,180290.68,0
644,2,1,37,8,0.0,2,1,0,20968.88,0
757,1,0,44,5,140856.16,2,1,0,158735.1,0
696,2,1,30,8,0.0,2,1,1,196134.44,0
746,2,0,35,2,172274.01,1,1,0,22374.97,0
649,1,0,36,8,0.0,2,1,0,161668.15,0
565,1,0,38,0,122447.76,1,0,0,67339.34,0
835,2,0,28,2,163569.61,2,1,1,154559.28,0
785,0,1,33,6,127211.45,1,0,0,191961.83,0
621,0,1,30,2,101014.08,2,1,1,165257.31,0
717,1,1,39,6,0.0,2,1,0,93275.61,0
595,0,1,41,2,138878.81,1,0,1,112269.67,0
539,1,1,37,1,130922.81,2,0,0,2186.83,0
762,2,0,35,9,0.0,2,1,1,43075.7,0
706,1,0,20,8,0.0,2,1,1,12368.11,0
677,1,1,25,8,130866.19,1,1,0,42410.21,0
733,0,1,33,7,187257.94,1,0,1,190430.81,0
684,1,1,41,7,0.0,1,1,1,138394.37,0
679,2,0,36,6,147733.64,1,0,1,172501.38,0
478,1,0,43,1,0.0,2,1,1,197916.43,0
696,2,0,33,2,163139.27,1,1,1,7035.36,0
686,1,1,35,4,0.0,2,1,1,159676.55,0
466,2,1,36,5,119540.15,1,0,1,80603.99,0
686,2,1,41,4,129553.76,2,1,0,187599.8,0
757,2,1,49,2,0.0,2,0,0,164482.92,0
582,2,1,29,0,0.0,1,1,1,84012.81,0
623,2,1,35,5,0.0,2,1,0,101192.08,0
425,2,0,39,4,0.0,2,1,0,197226.32,0
605,2,1,33,4,0.0,2,0,1,83700.66,0
665,0,0,25,5,153611.83,2,1,0,35321.65,0
726,1,1,27,7,123826.07,1,0,1,78970.58,0
550,2,1,48,6,0.0,2,1,1,191870.28,0
732,2,1,43,6,0.0,2,1,0,65731.53,0
473,2,1,33,5,125827.43,1,0,1,145698.73,0
745,1,0,34,9,0.0,2,1,0,50046.25,0
732,2,0,36,7,0.0,2,1,1,60830.24,0
848,0,1,40,5,148495.64,1,0,0,158853.98,0
572,2,0,37,1,133043.66,1,0,0,111243.09,0
702,2,0,45,9,74989.58,1,1,1,171014.69,0
664,0,0,39,7,60263.23,1,1,0,170835.32,0
618,0,0,44,5,157955.83,2,0,0,139297.71,0
556,2,0,26,4,0.0,1,1,0,195167.38,0
619,2,1,30,7,70729.17,1,1,1,160948.87,0
658,1,0,50,2,0.0,2,1,0,52137.73,0
598,1,0,27,8,90721.52,2,1,0,109296.18,0
677,2,0,27,2,0.0,2,1,1,20092.89,0
591,2,0,33,9,131765.72,1,1,0,118782.06,0
709,2,1,40,9,131569.63,1,1,1,103970.58,0
650,0,1,25,2,114330.95,1,1,1,25325.07,0
651,1,1,45,10,135923.16,1,1,0,18732.84,0
723,2,1,49,4,0.0,2,0,1,89972.25,0
714,1,0,45,0,124693.48,1,0,1,187194.15,0
759,1,1,35,7,147936.42,1,1,1,106785.7,0
582,2,0,29,0,0.0,1,1,0,142516.35,0
697,2,1,34,2,126558.92,1,1,0,73334.43,0
488,0,1,33,4,140002.35,1,1,0,123613.81,0
781,2,0,32,6,147107.91,1,1,1,40066.95,0
645,2,0,19,9,128514.84,1,0,0,175969.19,0
597,0,1,40,9,106756.01,2,1,0,151167.94,0
561,1,1,28,3,0.0,2,1,0,191387.76,0
662,2,1,37,6,0.0,2,1,0,51229.17,0
630,2,1,36,2,110414.48,1,1,1,48984.95,0
672,1,0,33,2,0.0,2,1,1,182738.0,0
636,0,1,37,9,157098.52,1,1,1,153535.27,0
593,0,1,38,5,85626.6,1,1,1,125079.65,0
545,0,0,45,6,93796.42,2,1,1,162321.26,0
567,1,1,41,1,0.0,2,1,0,3414.72,0
583,2,0,51,6,125268.03,2,1,0,165082.25,0
681,2,1,29,2,148143.84,1,1,1,52021.39,0
762,1,0,29,10,115545.33,2,1,0,148256.43,0
648,1,0,35,7,0.0,2,0,0,122899.01,0
644,2,0,30,5,44928.88,1,1,1,10771.46,0
706,1,0,29,2,0.0,2,1,1,18255.51,0
850,2,0,35,3,162442.35,1,1,0,183566.78,0
484,1,1,39,5,0.0,2,1,1,175224.12,0
508,0,0,28,0,96213.82,2,1,0,147913.56,0
439,2,1,29,6,156569.43,1,1,0,180598.66,0
484,1,0,36,8,0.0,2,1,0,186136.48,0
803,1,1,37,1,0.0,2,0,0,7455.2,0
701,1,1,35,9,0.0,2,0,0,170996.86,0
537,2,0,37,3,0.0,2,1,1,20603.32,0
651,0,0,26,5,147037.32,1,0,0,141763.26,0
717,2,1,25,7,108664.85,2,1,0,190011.85,0
593,1,0,44,5,0.0,1,1,0,128046.98,0
706,0,0,38,5,163034.82,2,1,1,135662.17,0
794,1,0,38,9,179581.31,1,1,0,23596.24,0
824,2,0,45,3,129209.48,1,0,0,60151.77,0
554,2,1,26,7,92606.86,2,1,0,192709.69,0
731,0,0,35,2,127862.93,2,1,0,139083.7,0
625,0,1,37,4,142711.81,1,1,0,35625.41,0
592,2,1,38,4,0.0,2,1,0,35338.96,0
669,2,0,43,1,163159.85,1,0,1,15602.8,0
663,0,0,32,3,108586.86,1,1,1,182355.21,0
518,0,1,41,5,110624.99,1,1,0,89327.67,0
686,0,1,43,5,154846.24,2,1,1,151903.6,0
571,2,1,33,9,0.0,2,0,1,77519.62,0
707,2,1,31,2,82787.93,2,0,0,91423.69,0
701,0,0,32,5,102500.34,1,0,0,106287.77,0
672,2,0,34,9,0.0,2,1,0,161800.77,0
557,1,0,48,10,0.0,2,1,1,185094.48,0
479,2,1,35,2,113090.4,1,1,0,195649.79,0
730,2,1,22,9,65763.57,1,1,1,145792.01,0
616,2,0,31,3,94263.91,2,1,0,168895.06,0
639,1,0,29,4,133434.57,2,1,0,97983.44,0
815,1,1,39,6,0.0,1,1,1,85167.88,0
786,1,0,31,9,0.0,2,1,1,18210.36,0
549,2,0,50,9,94748.76,2,0,1,13608.18,0
622,2,1,38,4,98640.74,1,1,1,110457.99,0
624,2,0,26,9,74681.9,2,0,0,31231.35,0
841,2,0,34,4,0.0,2,1,0,141582.66,0
676,2,0,30,1,128207.23,1,1,1,55400.17,0
697,2,0,42,9,132739.26,2,0,0,174667.65,0
732,2,1,40,10,0.0,2,1,0,154189.08,0
623,2,0,27,4,120509.81,1,0,0,142170.44,0
541,2,0,46,4,124547.13,2,1,0,94499.06,0
773,1,1,39,4,0.0,2,0,1,182081.45,0
655,1,1,35,1,82231.51,2,1,0,88798.02,0
602,0,0,32,7,184715.86,2,1,0,113781.99,0
850,2,0,31,3,0.0,2,1,0,121866.87,0
649,1,0,51,4,0.0,1,1,1,150390.57,0
543,2,0,43,9,0.0,2,1,1,78858.07,0
600,2,1,27,3,0.0,2,0,1,125698.97,0
671,1,1,34,10,0.0,1,1,0,23235.38,0
706,1,1,42,8,95386.82,1,1,1,75732.25,0
541,0,0,51,7,90373.28,2,1,0,179861.79,0
711,0,0,34,4,133467.77,2,1,1,42976.64,0
630,1,0,30,3,0.0,2,0,1,10486.69,0
531,2,0,31,3,96288.26,1,1,0,56794.73,0
641,2,1,26,4,91547.84,2,0,1,28157.34,0
685,2,0,35,9,0.0,1,1,0,167033.83,0
702,1,0,32,8,71667.74,1,1,1,126082.18,0
654,0,0,37,2,145610.07,2,0,0,186300.59,0
596,2,1,33,1,138162.81,1,1,0,85412.54,0
549,0,1,31,9,135020.21,2,1,1,23343.18,0
754,2,0,38,2,0.0,2,1,0,180698.32,0
815,0,1,25,8,135161.67,1,1,1,136071.05,0
706,2,0,32,6,94486.47,1,1,1,146949.74,0
850,2,0,46,9,117640.39,1,1,0,88920.68,0
732,1,1,33,8,111379.55,1,1,1,45098.62,0
593,2,1,46,7,98752.51,1,1,0,145560.38,0
653,0,1,25,2,158266.42,3,1,1,199357.24,0
746,2,1,29,4,105599.67,1,1,1,43106.17,0
662,2,1,29,10,0.0,2,1,0,137508.31,0
573,2,0,31,2,0.0,2,1,1,91957.39,0
684,1,1,39,4,139723.9,1,1,1,120612.11,0
793,2,1,41,3,141806.46,1,1,0,102921.17,0
524,2,0,40,2,180516.9,1,1,0,180002.42,0
816,2,0,31,8,0.0,2,1,1,28407.4,0
608,0,0,42,8,131390.75,2,1,0,71178.09,0
704,1,0,37,4,0.0,2,0,0,25684.93,0
581,2,0,41,8,0.0,2,0,0,29737.14,0
735,1,0,29,10,0.0,2,1,1,95025.27,0
680,2,1,34,1,0.0,2,1,0,167035.07,0
663,0,1,29,4,102714.65,2,0,0,21170.81,0
665,2,1,34,5,67816.72,1,1,1,29641.58,0
758,2,0,51,8,81710.46,1,1,1,116520.07,0
621,2,0,26,2,75237.54,1,0,1,44220.4,0
764,0,0,28,10,124023.18,1,1,0,166188.28,0
589,2,1,46,10,107238.85,2,1,0,37024.28,0
555,2,0,24,5,0.0,2,1,0,27513.47,0
734,2,1,29,0,139994.66,1,1,0,17744.72,0
607,1,1,25,4,121166.89,1,0,1,115288.24,0
537,1,1,38,1,0.0,2,0,1,41233.97,0
637,2,0,40,8,125470.81,1,1,1,174536.17,0
629,2,0,32,2,0.0,2,0,1,77965.44,0
583,0,0,40,4,107041.3,1,1,1,5635.63,0
763,1,1,32,10,95153.77,1,0,1,81310.1,0
516,0,0,32,3,145166.09,2,0,0,111421.45,0
617,2,1,27,4,0.0,2,0,0,190269.21,0
700,2,0,38,9,65962.63,1,1,1,100950.48,0
689,1,1,31,3,139799.63,1,0,1,120663.57,0
626,0,0,49,9,171787.84,2,1,0,187192.23,0
686,2,0,38,6,149238.97,1,1,1,97825.23,0
627,2,0,32,10,0.0,2,1,0,103287.62,0
451,0,1,38,9,61482.47,1,1,1,167538.66,0
774,2,1,41,5,126670.37,1,1,0,102426.06,0
652,2,1,40,8,84390.8,2,0,1,107876.2,0
638,0,0,37,2,89728.86,2,1,1,37294.88,0
567,1,0,40,4,118628.8,1,0,0,91973.63,0
750,2,0,37,3,0.0,2,1,0,16870.2,0
850,2,0,39,6,96863.13,1,1,1,121681.19,0
753,2,1,38,6,142263.45,1,0,1,33730.43,0
683,1,1,36,7,0.0,2,1,0,104786.59,0
710,2,1,32,3,0.0,1,1,0,94790.34,0
645,1,1,21,1,0.0,2,0,0,28726.07,0
714,2,0,28,6,122724.37,1,1,1,67057.27,0
696,0,1,35,4,174902.26,1,1,0,69079.85,0
612,1,1,26,4,0.0,2,1,1,179780.74,0
782,1,0,23,10,98052.66,1,1,1,142587.32,0
666,2,0,46,5,123873.19,1,1,1,177844.06,0
567,2,1,45,4,0.0,2,0,1,121053.19,0
613,2,0,20,3,0.0,2,1,1,149613.77,0
718,2,0,37,8,0.0,2,1,1,142.81,0
711,2,0,38,10,0.0,2,0,0,53311.78,0
691,0,1,38,5,114753.76,1,1,0,107665.02,0
527,2,0,32,0,0.0,1,1,0,109523.88,0
476,2,1,32,6,111871.93,1,0,0,112132.86,0
619,1,1,45,0,0.0,2,0,0,113645.4,0
607,0,1,37,4,135927.06,1,0,0,180890.4,0
695,1,0,44,8,0.0,2,1,1,70974.13,0
653,2,0,33,1,0.0,2,0,0,53379.52,0
677,2,0,46,2,57037.74,1,1,1,158531.01,0
625,2,1,52,2,79468.96,1,1,1,84606.03,0
679,0,1,34,7,121063.85,1,1,0,56984.58,0
734,2,0,51,1,118537.47,1,1,1,116912.45,0
666,2,0,39,10,0.0,2,1,0,102999.33,0
592,0,1,26,4,105082.07,2,1,0,132801.57,0
814,2,1,36,6,0.0,2,1,1,98657.01,0
592,0,0,36,2,104702.65,2,1,0,107948.72,0
638,0,0,25,4,148045.45,2,1,1,114722.42,0
558,2,0,35,1,0.0,2,0,0,111687.57,0
756,2,1,24,1,0.0,2,1,0,184182.25,0
505,2,0,34,10,104498.79,1,0,1,126451.14,0
671,1,1,29,6,0.0,2,0,0,12048.67,0
801,2,0,42,6,0.0,2,1,1,95804.33,0
604,2,0,26,8,149542.52,2,0,1,197911.52,0
716,2,1,29,10,87946.39,1,1,1,182531.74,0
607,0,0,47,4,148826.32,1,1,1,79450.61,0
717,0,1,35,5,103214.71,1,1,0,172172.7,0
573,2,1,33,0,90124.64,1,1,0,137476.71,0
723,1,0,38,6,0.0,2,1,1,94415.6,0
850,1,1,24,1,0.0,2,0,1,69052.87,0
668,0,0,34,5,80242.37,2,0,0,56780.97,0
686,2,1,43,0,0.0,1,1,1,170072.9,0
850,2,0,42,0,0.0,2,1,0,44165.84,0
537,2,1,53,3,0.0,1,1,1,91406.62,0
599,1,1,46,7,81742.84,2,1,0,83282.21,0
756,1,0,30,2,145127.85,1,0,0,7554.68,0
755,2,0,38,9,148912.44,1,1,0,80416.16,0
634,1,1,41,4,0.0,2,1,1,164549.74,0
837,2,0,26,4,89900.24,2,1,0,175477.03,0
727,0,1,30,8,119027.28,2,1,1,137903.54,0
567,0,1,40,2,105222.86,2,1,0,93795.86,0
655,1,0,34,1,116114.93,1,1,1,49492.15,0
843,2,1,27,5,0.0,2,1,1,67494.23,0
705,2,1,50,4,77065.9,2,0,1,145159.26,0
660,0,1,29,6,180520.29,1,1,1,123850.58,0
553,2,0,42,1,0.0,2,0,0,23822.04,0
641,0,1,40,2,110086.69,1,1,0,159773.14,0
513,1,1,31,5,174853.46,1,1,0,84238.63,0
680,2,0,44,7,108724.98,1,0,1,72330.46,0
689,1,0,40,2,0.0,2,1,1,164768.82,0
645,1,0,36,4,59893.85,2,1,0,43999.64,0
616,0,0,29,8,149318.55,1,1,0,140746.13,0
582,2,1,32,1,116409.55,1,0,1,152790.92,0
704,2,0,31,0,0.0,2,1,0,183038.33,0
656,2,1,46,5,113402.14,2,1,1,138849.06,0
712,2,1,31,7,0.0,2,1,0,170333.38,0
748,2,0,40,0,0.0,1,0,0,60416.76,0
724,2,0,28,9,0.0,2,1,1,100240.2,0
691,2,0,50,6,136953.47,1,1,1,2704.98,0
563,2,0,33,8,0.0,2,0,1,68815.05,0
741,2,0,32,5,0.0,1,1,1,64839.23,0
778,2,0,44,8,123863.64,1,1,0,144494.94,0
848,1,0,22,7,120811.89,1,1,1,185510.34,0
634,0,0,38,2,148430.55,1,1,1,56055.72,0
505,0,0,40,6,47869.69,2,1,1,155061.97,0
692,0,0,53,7,150926.99,2,0,0,119817.19,0
633,2,0,29,10,130206.28,1,1,0,184654.87,0
833,2,1,28,4,136674.51,2,0,0,5278.78,0
592,1,1,40,2,200322.45,1,1,1,113244.73,0
587,1,0,48,1,0.0,2,1,1,8908.0,0
622,1,1,41,9,0.0,2,1,1,155786.39,0
594,0,0,28,0,142574.71,2,1,0,129084.82,0
643,0,1,34,7,160426.07,1,0,1,188533.11,0
540,2,0,25,5,116160.23,1,1,0,13411.67,0
635,1,1,34,5,98683.47,2,1,0,15733.19,0
657,2,0,32,3,118829.03,2,1,1,73127.61,0
814,2,0,31,1,118870.92,1,1,0,101704.19,0
600,2,0,32,1,0.0,1,1,1,101986.16,0
682,2,1,46,2,0.0,1,1,1,114442.66,0
682,2,0,38,4,107192.38,1,1,1,15669.17,0
566,2,0,42,3,108010.78,1,1,1,157486.1,0
550,1,0,34,3,0.0,2,0,0,131281.28,0
630,2,0,26,7,129837.72,2,0,1,197001.15,0
762,1,0,35,9,122929.42,2,0,0,149822.04,0
498,2,1,30,1,0.0,2,0,0,135795.53,0
603,2,0,35,6,128993.76,2,1,0,130483.56,0
551,2,1,36,5,0.0,1,1,0,183479.12,0
627,0,0,27,0,185267.45,2,1,1,77027.34,0
515,2,1,28,9,0.0,2,0,0,94141.75,0
605,1,1,29,3,116805.82,1,0,0,4092.75,0
567,0,0,29,5,129750.68,1,1,0,109257.59,0
568,0,1,29,2,129177.01,2,0,1,104617.99,0
571,0,0,25,6,82506.72,2,1,0,167705.07,0
554,0,1,36,3,157780.93,2,1,0,6089.13,0
629,2,0,35,1,172170.36,1,1,1,159777.37,0
638,1,0,48,2,0.0,2,1,1,7919.08,0
576,2,0,41,1,0.0,1,1,1,188274.6,0
592,2,1,27,4,0.0,2,1,1,183569.25,0
702,1,0,30,2,0.0,2,1,1,145537.32,0
647,2,1,29,0,98263.46,2,1,0,164717.95,0
593,2,0,43,9,0.0,2,1,1,76357.43,0
625,1,1,31,8,0.0,2,1,0,151843.54,0
538,0,1,28,6,164365.44,1,0,1,5698.97,0
637,1,1,22,5,98800.0,1,1,0,122865.55,0
632,2,0,27,4,193125.85,1,1,1,152665.85,0
736,2,0,27,5,51522.75,1,0,1,192131.77,0
755,2,0,23,5,84284.48,2,1,1,62851.6,0
425,1,1,39,5,0.0,2,1,0,140941.47,0
745,2,0,21,4,137910.45,1,1,1,177235.23,0
616,2,1,37,6,0.0,2,1,0,86242.18,0
587,2,0,33,5,100116.82,1,1,0,34215.58,0
850,0,0,40,4,166082.15,2,0,1,44406.17,0
601,2,1,38,0,0.0,2,1,0,165196.65,0
730,1,0,26,3,0.0,1,1,0,34542.41,0
